Lineup 1,Team 1,GP 1,MIN 1,OFFRTG 1,DEFRTG 1,NETRTG 1,Lineup 2,Team 2,GP 2,MIN 2,OFFRTG 2,DEFRTG 2,NETRTG 2,Common Players,Player Removed,Player Added,OFFRTG Difference,DEFRTG Difference,NETRTG Difference,Substituted Minutes
D. Schröder - D. Finney-Smith - N. Claxton - C. Johnson - C. Thomas,BKN,9,106,116.2,104.2,12.0,D. Schröder - N. Claxton - C. Johnson - Z. Williams - C. Thomas,BKN,6,40,111.5,119.3,-7.7,"C. Thomas, D. Schröder, N. Claxton, C. Johnson",D. Finney-Smith,Z. Williams,-4.700000000000003,15.099999999999994,-19.7,66
D. Schröder - D. Finney-Smith - N. Claxton - C. Johnson - C. Thomas,BKN,9,106,116.2,104.2,12.0,D. Schröder - D. Finney-Smith - N. Claxton - C. Johnson - K. Johnson,BKN,3,30,112.3,125.4,-13.1,"C. Johnson, D. Schröder, N. Claxton, D. Finney-Smith",C. Thomas,K. Johnson,-3.9000000000000057,21.200000000000003,-25.1,76
M. Turner - P. Siakam - T. Haliburton - B. Mathurin - Q. Jackson,IND,9,106,113.8,119.2,-5.4,M. Turner - P. Siakam - T. Haliburton - B. Mathurin - B. Sheppard,IND,10,105,111.8,115.2,-3.4,"M. Turner, T. Haliburton, B. Mathurin, P. Siakam",Q. Jackson,B. Sheppard,-2.0,-4.0,2.0000000000000004,1
M. Turner - P. Siakam - T. Haliburton - B. Mathurin - Q. Jackson,IND,9,106,113.8,119.2,-5.4,M. Turner - P. Siakam - T. Haliburton - B. Mathurin - J. Walker,IND,14,42,98.9,110.0,-11.1,"M. Turner, T. Haliburton, B. Mathurin, P. Siakam",Q. Jackson,J. Walker,-14.899999999999991,-9.200000000000003,-5.699999999999999,64
M. Turner - P. Siakam - T. Haliburton - B. Mathurin - Q. Jackson,IND,9,106,113.8,119.2,-5.4,T. McConnell - M. Turner - P. Siakam - T. Haliburton - B. Mathurin,IND,13,32,116.9,126.9,-10.0,"M. Turner, T. Haliburton, B. Mathurin, P. Siakam",Q. Jackson,T. McConnell,3.1000000000000085,7.700000000000003,-4.6,74
J. Jackson Jr. - J. Morant - B. Clarke - D. Bane - J. Wells,MEM,16,105,120.1,111.6,8.5,J. Jackson Jr. - B. Clarke - D. Bane - S. Pippen Jr. - J. Wells,MEM,10,67,105.4,115.2,-9.7,"D. Bane, J. Wells, B. Clarke, J. Jackson Jr.",J. Morant,S. Pippen Jr.,-14.699999999999989,3.6000000000000085,-18.2,38
L. James - A. Davis - D. Russell - R. Hachimura - A. Reaves,LAL,10,105,109.6,104.0,5.6,L. James - A. Davis - R. Hachimura - C. Reddish - A. Reaves,LAL,8,68,107.6,120.8,-13.2,"A. Reaves, A. Davis, L. James, R. Hachimura",D. Russell,C. Reddish,-2.0,16.799999999999997,-18.799999999999997,37
L. James - A. Davis - D. Russell - R. Hachimura - A. Reaves,LAL,10,105,109.6,104.0,5.6,A. Davis - D. Russell - R. Hachimura - A. Reaves - M. Christie,LAL,11,41,106.1,105.6,0.5,"A. Reaves, A. Davis, D. Russell, R. Hachimura",L. James,M. Christie,-3.5,1.5999999999999943,-5.1,64
L. James - A. Davis - D. Russell - R. Hachimura - A. Reaves,LAL,10,105,109.6,104.0,5.6,L. James - A. Davis - R. Hachimura - A. Reaves - D. Knecht,LAL,8,37,101.3,127.3,-26.0,"A. Reaves, A. Davis, L. James, R. Hachimura",D. Russell,D. Knecht,-8.299999999999997,23.299999999999997,-31.6,68
L. James - A. Davis - D. Russell - R. Hachimura - A. Reaves,LAL,10,105,109.6,104.0,5.6,L. James - A. Davis - D. Russell - R. Hachimura - D. Knecht,LAL,3,33,85.1,121.5,-36.5,"A. Davis, L. James, D. Russell, R. Hachimura",A. Reaves,D. Knecht,-24.5,17.5,-42.1,72
L. James - A. Davis - D. Russell - R. Hachimura - A. Reaves,LAL,10,105,109.6,104.0,5.6,L. James - A. Davis - D. Russell - A. Reaves - D. Knecht,LAL,9,29,122.7,124.1,-1.4,"A. Reaves, A. Davis, L. James, D. Russell",R. Hachimura,D. Knecht,13.100000000000009,20.099999999999994,-7.0,76
M. Turner - P. Siakam - T. Haliburton - B. Mathurin - B. Sheppard,IND,10,105,111.8,115.2,-3.4,M. Turner - P. Siakam - T. Haliburton - B. Mathurin - J. Walker,IND,14,42,98.9,110.0,-11.1,"M. Turner, T. Haliburton, B. Mathurin, P. Siakam",B. Sheppard,J. Walker,-12.899999999999991,-5.200000000000003,-7.699999999999999,63
M. Turner - P. Siakam - T. Haliburton - B. Mathurin - B. Sheppard,IND,10,105,111.8,115.2,-3.4,T. McConnell - M. Turner - P. Siakam - T. Haliburton - B. Mathurin,IND,13,32,116.9,126.9,-10.0,"M. Turner, T. Haliburton, B. Mathurin, P. Siakam",B. Sheppard,T. McConnell,5.1000000000000085,11.700000000000003,-6.6,73
N. Vučević - Z. LaVine - C. White - P. Williams - A. Dosunmu,CHI,15,105,107.5,109.0,-1.5,N. Vučević - Z. LaVine - C. White - A. Dosunmu - J. Giddey,CHI,13,104,116.7,119.8,-3.2,"Z. LaVine, N. Vučević, C. White, A. Dosunmu",P. Williams,J. Giddey,9.200000000000003,10.799999999999997,-1.7000000000000002,1
N. Vučević - Z. LaVine - C. White - P. Williams - A. Dosunmu,CHI,15,105,107.5,109.0,-1.5,N. Vučević - Z. LaVine - P. Williams - A. Dosunmu - J. Giddey,CHI,16,51,102.5,110.1,-7.6,"A. Dosunmu, N. Vučević, Z. LaVine, P. Williams",C. White,J. Giddey,-5.0,1.0999999999999943,-6.1,54
N. Vučević - Z. LaVine - C. White - P. Williams - A. Dosunmu,CHI,15,105,107.5,109.0,-1.5,N. Vučević - C. White - P. Williams - A. Dosunmu - J. Giddey,CHI,4,47,117.3,148.0,-30.7,"A. Dosunmu, N. Vučević, C. White, P. Williams",Z. LaVine,J. Giddey,9.799999999999997,39.0,-29.2,58
N. Vučević - Z. LaVine - C. White - P. Williams - A. Dosunmu,CHI,15,105,107.5,109.0,-1.5,N. Vučević - Z. LaVine - L. Ball - C. White - P. Williams,CHI,7,33,131.0,101.3,29.7,"N. Vučević, C. White, Z. LaVine, P. Williams",A. Dosunmu,L. Ball,23.5,-7.700000000000003,31.2,72
N. Vučević - Z. LaVine - C. White - P. Williams - A. Dosunmu,CHI,15,105,107.5,109.0,-1.5,N. Vučević - Z. LaVine - C. White - A. Dosunmu - M. Buzelis,CHI,9,28,122.0,121.7,0.4,"Z. LaVine, N. Vučević, C. White, A. Dosunmu",P. Williams,M. Buzelis,14.5,12.700000000000003,1.9,77
C. Capela - T. Young - D. Hunter - J. Johnson - D. Daniels,ATL,16,104,111.7,100.0,11.7,T. Young - D. Hunter - O. Okongwu - J. Johnson - D. Daniels,ATL,13,95,120.5,116.9,3.7,"T. Young, J. Johnson, D. Hunter, D. Daniels",C. Capela,O. Okongwu,8.799999999999997,16.900000000000006,-7.999999999999999,9
C. Capela - T. Young - D. Hunter - J. Johnson - D. Daniels,ATL,16,104,111.7,100.0,11.7,C. Capela - B. Bogdanović - T. Young - D. Hunter - D. Daniels,ATL,14,32,116.7,97.2,19.4,"T. Young, C. Capela, D. Daniels, D. Hunter",J. Johnson,B. Bogdanović,5.0,-2.799999999999997,7.699999999999999,72
C. Capela - T. Young - D. Hunter - J. Johnson - D. Daniels,ATL,16,104,111.7,100.0,11.7,C. Capela - T. Young - D. Hunter - G. Mathews - D. Daniels,ATL,7,26,108.5,93.3,15.1,"T. Young, C. Capela, D. Daniels, D. Hunter",J. Johnson,G. Mathews,-3.200000000000003,-6.700000000000003,3.4000000000000004,78
N. Vučević - Z. LaVine - C. White - A. Dosunmu - J. Giddey,CHI,13,104,116.7,119.8,-3.2,N. Vučević - Z. LaVine - A. Dosunmu - J. Giddey - J. Phillips,CHI,16,55,118.9,109.8,9.1,"A. Dosunmu, N. Vučević, Z. LaVine, J. Giddey",C. White,J. Phillips,2.200000000000003,-10.0,12.3,49
N. Vučević - Z. LaVine - C. White - A. Dosunmu - J. Giddey,CHI,13,104,116.7,119.8,-3.2,N. Vučević - Z. LaVine - P. Williams - A. Dosunmu - J. Giddey,CHI,16,51,102.5,110.1,-7.6,"A. Dosunmu, N. Vučević, Z. LaVine, J. Giddey",C. White,P. Williams,-14.200000000000003,-9.700000000000003,-4.3999999999999995,53
N. Vučević - Z. LaVine - C. White - A. Dosunmu - J. Giddey,CHI,13,104,116.7,119.8,-3.2,N. Vučević - C. White - P. Williams - A. Dosunmu - J. Giddey,CHI,4,47,117.3,148.0,-30.7,"A. Dosunmu, N. Vučević, C. White, J. Giddey",Z. LaVine,P. Williams,0.5999999999999943,28.200000000000003,-27.5,57
N. Vučević - Z. LaVine - C. White - A. Dosunmu - J. Giddey,CHI,13,104,116.7,119.8,-3.2,N. Vučević - Z. LaVine - C. White - A. Dosunmu - M. Buzelis,CHI,9,28,122.0,121.7,0.4,"Z. LaVine, N. Vučević, C. White, A. Dosunmu",J. Giddey,M. Buzelis,5.299999999999997,1.9000000000000057,3.6,76
R. Westbrook - N. Jokić - M. Porter Jr. - C. Braun - P. Watson,DEN,24,104,118.3,112.1,6.1,R. Westbrook - N. Jokić - M. Porter Jr. - J. Strawther - C. Braun,DEN,15,56,137.6,92.7,44.9,"N. Jokić, M. Porter Jr., C. Braun, R. Westbrook",P. Watson,J. Strawther,19.299999999999997,-19.39999999999999,38.8,48
R. Westbrook - N. Jokić - M. Porter Jr. - C. Braun - P. Watson,DEN,24,104,118.3,112.1,6.1,R. Westbrook - N. Jokić - J. Strawther - C. Braun - P. Watson,DEN,21,43,99.0,94.1,5.0,"P. Watson, N. Jokić, C. Braun, R. Westbrook",M. Porter Jr.,J. Strawther,-19.299999999999997,-18.0,-1.0999999999999996,61
R. Westbrook - N. Jokić - M. Porter Jr. - C. Braun - P. Watson,DEN,24,104,118.3,112.1,6.1,R. Westbrook - N. Jokić - J. Murray - M. Porter Jr. - P. Watson,DEN,11,40,129.4,85.0,44.4,"P. Watson, N. Jokić, M. Porter Jr., R. Westbrook",C. Braun,J. Murray,11.100000000000009,-27.099999999999994,38.3,64
R. Westbrook - N. Jokić - M. Porter Jr. - C. Braun - P. Watson,DEN,24,104,118.3,112.1,6.1,R. Westbrook - N. Jokić - M. Porter Jr. - J. Strawther - P. Watson,DEN,18,30,114.3,111.0,3.3,"P. Watson, N. Jokić, M. Porter Jr., R. Westbrook",C. Braun,J. Strawther,-4.0,-1.0999999999999943,-2.8,74
R. Westbrook - N. Jokić - M. Porter Jr. - C. Braun - P. Watson,DEN,24,104,118.3,112.1,6.1,R. Westbrook - N. Jokić - J. Murray - C. Braun - P. Watson,DEN,13,27,130.6,117.5,13.2,"P. Watson, N. Jokić, C. Braun, R. Westbrook",M. Porter Jr.,J. Murray,12.299999999999997,5.400000000000006,7.1,77
C. Paul - H. Barnes - J. Champagnie - J. Sochan - V. Wembanyama,SAS,13,100,102.9,108.3,-5.4,C. Paul - H. Barnes - K. Johnson - J. Sochan - V. Wembanyama,SAS,7,29,116.4,91.9,24.5,"J. Sochan, V. Wembanyama, C. Paul, H. Barnes",J. Champagnie,K. Johnson,13.5,-16.39999999999999,29.9,71
O. Anunoby - J. Hart - M. Bridges - J. Brunson - P. Achiuwa,NYK,19,100,107.1,112.2,-5.1,O. Anunoby - M. Bridges - J. Brunson - P. Achiuwa - M. McBride,NYK,15,59,115.7,104.8,10.9,"J. Brunson, M. Bridges, O. Anunoby, P. Achiuwa",J. Hart,M. McBride,8.600000000000009,-7.400000000000006,16.0,41
O. Anunoby - J. Hart - M. Bridges - J. Brunson - P. Achiuwa,NYK,19,100,107.1,112.2,-5.1,J. Hart - M. Bridges - J. Brunson - P. Achiuwa - M. McBride,NYK,11,29,88.7,104.8,-16.1,"J. Hart, J. Brunson, M. Bridges, P. Achiuwa",O. Anunoby,M. McBride,-18.39999999999999,-7.400000000000006,-11.000000000000002,71
O. Anunoby - J. Hart - M. Bridges - J. Brunson - P. Achiuwa,NYK,19,100,107.1,112.2,-5.1,O. Anunoby - J. Hart - J. Brunson - P. Achiuwa - M. McBride,NYK,8,29,126.7,128.6,-1.9,"J. Hart, J. Brunson, O. Anunoby, P. Achiuwa",M. Bridges,M. McBride,19.60000000000001,16.39999999999999,3.1999999999999997,71
C. McCollum - D. Murray - J. Green - T. Murphy III - Y. Missi,NOP,11,97,111.0,112.1,-1.1,C. McCollum - D. Murray - Z. Williamson - T. Murphy III - Y. Missi,NOP,4,50,129.4,113.6,15.7,"T. Murphy III, C. McCollum, Y. Missi, D. Murray",J. Green,Z. Williamson,18.400000000000006,1.5,16.8,47
C. McCollum - D. Murray - J. Green - T. Murphy III - Y. Missi,NOP,11,97,111.0,112.1,-1.1,C. McCollum - D. Murray - D. Theis - J. Green - T. Murphy III,NOP,7,35,122.2,127.9,-5.7,"T. Murphy III, C. McCollum, J. Green, D. Murray",Y. Missi,D. Theis,11.200000000000003,15.800000000000011,-4.6,62
J. Butler - T. Rozier - B. Adebayo - T. Herro - N. Jović,MIA,9,95,104.7,124.5,-19.7,T. Rozier - B. Adebayo - H. Highsmith - T. Herro - N. Jović,MIA,11,48,99.0,97.0,2.0,"B. Adebayo, T. Rozier, T. Herro, N. Jović",J. Butler,H. Highsmith,-5.700000000000003,-27.5,21.7,47
J. Butler - T. Rozier - B. Adebayo - T. Herro - N. Jović,MIA,9,95,104.7,124.5,-19.7,J. Butler - T. Rozier - B. Adebayo - H. Highsmith - T. Herro,MIA,8,42,121.6,105.7,15.8,"J. Butler, T. Rozier, B. Adebayo, T. Herro",N. Jović,H. Highsmith,16.89999999999999,-18.799999999999997,35.5,53
J. Butler - T. Rozier - B. Adebayo - T. Herro - N. Jović,MIA,9,95,104.7,124.5,-19.7,T. Rozier - B. Adebayo - T. Herro - N. Jović - J. Jaquez Jr.,MIA,12,37,116.7,100.0,16.7,"B. Adebayo, T. Rozier, T. Herro, N. Jović",J. Butler,J. Jaquez Jr.,12.0,-24.5,36.4,58
T. Young - D. Hunter - O. Okongwu - J. Johnson - D. Daniels,ATL,13,95,120.5,116.9,3.7,B. Bogdanović - T. Young - D. Hunter - O. Okongwu - D. Daniels,ATL,17,73,113.8,117.3,-3.5,"T. Young, O. Okongwu, D. Daniels, D. Hunter",J. Johnson,B. Bogdanović,-6.700000000000003,0.3999999999999915,-7.2,22
T. Young - D. Hunter - O. Okongwu - J. Johnson - D. Daniels,ATL,13,95,120.5,116.9,3.7,T. Young - O. Okongwu - V. Krejčí - J. Johnson - D. Daniels,ATL,4,35,117.8,128.9,-11.1,"T. Young, O. Okongwu, J. Johnson, D. Daniels",D. Hunter,V. Krejčí,-2.700000000000003,12.0,-14.8,60
T. Young - D. Hunter - O. Okongwu - J. Johnson - D. Daniels,ATL,13,95,120.5,116.9,3.7,B. Bogdanović - T. Young - D. Hunter - O. Okongwu - J. Johnson,ATL,10,31,103.8,115.7,-11.9,"T. Young, O. Okongwu, J. Johnson, D. Hunter",D. Daniels,B. Bogdanović,-16.700000000000003,-1.2000000000000028,-15.600000000000001,64
T. Young - D. Hunter - O. Okongwu - J. Johnson - D. Daniels,ATL,13,95,120.5,116.9,3.7,T. Young - D. Hunter - O. Okongwu - V. Krejčí - D. Daniels,ATL,7,27,103.2,90.9,12.3,"T. Young, O. Okongwu, D. Daniels, D. Hunter",J. Johnson,V. Krejčí,-17.299999999999997,-26.0,8.600000000000001,68
M. Conley - R. Gobert - D. DiVincenzo - N. Alexander-Walker - N. Reid,MIN,21,94,117.2,89.2,28.0,R. Gobert - D. DiVincenzo - N. Alexander-Walker - N. Reid - A. Edwards,MIN,31,89,98.0,87.8,10.2,"R. Gobert, N. Alexander-Walker, D. DiVincenzo, N. Reid",M. Conley,A. Edwards,-19.200000000000003,-1.4000000000000057,-17.8,5
M. Conley - R. Gobert - D. DiVincenzo - N. Alexander-Walker - N. Reid,MIN,21,94,117.2,89.2,28.0,M. Conley - R. Gobert - D. DiVincenzo - N. Reid - J. McDaniels,MIN,16,31,88.7,132.3,-43.6,"M. Conley, R. Gobert, D. DiVincenzo, N. Reid",N. Alexander-Walker,J. McDaniels,-28.5,43.10000000000001,-71.6,63
M. Conley - R. Gobert - D. DiVincenzo - N. Alexander-Walker - N. Reid,MIN,21,94,117.2,89.2,28.0,M. Conley - J. Randle - D. DiVincenzo - N. Alexander-Walker - N. Reid,MIN,10,30,93.0,121.3,-28.3,"M. Conley, N. Alexander-Walker, D. DiVincenzo, N. Reid",R. Gobert,J. Randle,-24.200000000000003,32.099999999999994,-56.3,64
K. Irving - K. Thompson - P. Washington - L. Dončić - D. Gafford,DAL,13,89,110.6,119.4,-8.8,K. Irving - K. Thompson - S. Dinwiddie - P. Washington - D. Gafford,DAL,15,81,124.0,103.5,20.5,"K. Irving, D. Gafford, P. Washington, K. Thompson",L. Dončić,S. Dinwiddie,13.400000000000006,-15.900000000000006,29.3,8
K. Irving - K. Thompson - P. Washington - L. Dončić - D. Gafford,DAL,13,89,110.6,119.4,-8.8,K. Irving - K. Thompson - L. Dončić - D. Gafford - N. Marshall,DAL,6,54,116.9,113.6,3.4,"L. Dončić, K. Irving, D. Gafford, K. Thompson",P. Washington,N. Marshall,6.300000000000011,-5.800000000000011,12.200000000000001,35
K. Irving - K. Thompson - P. Washington - L. Dončić - D. Gafford,DAL,13,89,110.6,119.4,-8.8,K. Irving - K. Thompson - P. Washington - D. Gafford - N. Marshall,DAL,8,27,129.8,110.5,19.3,"K. Irving, D. Gafford, P. Washington, K. Thompson",L. Dončić,N. Marshall,19.200000000000017,-8.900000000000006,28.1,62
K. Irving - K. Thompson - P. Washington - L. Dončić - D. Gafford,DAL,13,89,110.6,119.4,-8.8,K. Irving - K. Thompson - P. Washington - D. Gafford - Q. Grimes,DAL,9,27,108.2,136.7,-28.5,"K. Irving, D. Gafford, P. Washington, K. Thompson",L. Dončić,Q. Grimes,-2.3999999999999915,17.299999999999983,-19.7,62
R. Gobert - D. DiVincenzo - N. Alexander-Walker - N. Reid - A. Edwards,MIN,31,89,98.0,87.8,10.2,R. Gobert - D. DiVincenzo - N. Reid - A. Edwards - J. McDaniels,MIN,24,62,106.0,102.9,3.0,"R. Gobert, A. Edwards, D. DiVincenzo, N. Reid",N. Alexander-Walker,J. McDaniels,8.0,15.100000000000009,-7.199999999999999,27
R. Gobert - D. DiVincenzo - N. Alexander-Walker - N. Reid - A. Edwards,MIN,31,89,98.0,87.8,10.2,R. Gobert - N. Alexander-Walker - N. Reid - A. Edwards - J. McDaniels,MIN,19,49,104.8,113.0,-8.2,"R. Gobert, N. Alexander-Walker, A. Edwards, N. Reid",D. DiVincenzo,J. McDaniels,6.799999999999997,25.200000000000003,-18.4,40
R. Gobert - D. DiVincenzo - N. Alexander-Walker - N. Reid - A. Edwards,MIN,31,89,98.0,87.8,10.2,R. Gobert - N. Alexander-Walker - N. Reid - A. Edwards - R. Dillingham,MIN,8,26,125.5,92.6,32.9,"R. Gobert, N. Alexander-Walker, A. Edwards, N. Reid",D. DiVincenzo,R. Dillingham,27.5,4.799999999999997,22.7,63
J. Poole - J. Champagnie - B. Coulibaly - A. Sarr - B. Carrington,WAS,9,88,109.8,115.1,-5.3,J. Poole - B. Coulibaly - A. Sarr - B. Carrington - K. George,WAS,11,77,98.2,106.4,-8.2,"B. Coulibaly, B. Carrington, J. Poole, A. Sarr",J. Champagnie,K. George,-11.599999999999994,-8.699999999999989,-2.8999999999999995,11
J. Poole - J. Champagnie - B. Coulibaly - A. Sarr - B. Carrington,WAS,9,88,109.8,115.1,-5.3,J. Valančiūnas - J. Poole - J. Champagnie - B. Coulibaly - B. Carrington,WAS,4,43,102.1,126.5,-24.5,"B. Coulibaly, B. Carrington, J. Champagnie, J. Poole",A. Sarr,J. Valančiūnas,-7.700000000000003,11.400000000000006,-19.2,45
J. Poole - J. Champagnie - B. Coulibaly - A. Sarr - B. Carrington,WAS,9,88,109.8,115.1,-5.3,J. Poole - C. Kispert - B. Coulibaly - A. Sarr - B. Carrington,WAS,12,27,113.0,105.4,7.6,"B. Coulibaly, B. Carrington, J. Poole, A. Sarr",J. Champagnie,C. Kispert,3.200000000000003,-9.699999999999989,12.899999999999999,61
K. Durant - M. Plumlee - T. Jones - D. Booker - R. Dunn,PHX,13,87,115.3,87.5,27.8,M. Plumlee - T. Jones - D. Booker - G. Allen - R. Dunn,PHX,11,31,110.0,108.8,1.2,"T. Jones, M. Plumlee, D. Booker, R. Dunn",K. Durant,G. Allen,-5.299999999999997,21.299999999999997,-26.6,56
K. Durant - M. Plumlee - T. Jones - D. Booker - R. Dunn,PHX,13,87,115.3,87.5,27.8,K. Durant - T. Jones - D. Booker - N. Richards - R. Dunn,PHX,4,29,120.7,115.5,5.2,"K. Durant, D. Booker, T. Jones, R. Dunn",M. Plumlee,N. Richards,5.400000000000006,28.0,-22.6,58
K. Durant - M. Plumlee - T. Jones - D. Booker - R. Dunn,PHX,13,87,115.3,87.5,27.8,K. Durant - B. Beal - M. Plumlee - T. Jones - R. Dunn,PHX,6,26,94.5,113.8,-19.2,"K. Durant, M. Plumlee, T. Jones, R. Dunn",D. Booker,B. Beal,-20.799999999999997,26.299999999999997,-47.0,61
K. Durant - M. Plumlee - T. Jones - D. Booker - R. Dunn,PHX,13,87,115.3,87.5,27.8,K. Durant - J. Nurkić - T. Jones - D. Booker - R. Dunn,PHX,3,26,134.5,120.0,14.5,"K. Durant, D. Booker, T. Jones, R. Dunn",M. Plumlee,J. Nurkić,19.200000000000003,32.5,-13.3,61
J. Harden - N. Powell - I. Zubac - D. Jones Jr. - A. Coffey,LAC,19,85,112.2,106.5,5.7,J. Harden - N. Powell - K. Dunn - I. Zubac - A. Coffey,LAC,14,57,135.8,94.3,41.6,"N. Powell, J. Harden, I. Zubac, A. Coffey",D. Jones Jr.,K. Dunn,23.60000000000001,-12.200000000000003,35.9,28
J. Harden - N. Powell - I. Zubac - D. Jones Jr. - A. Coffey,LAC,19,85,112.2,106.5,5.7,N. Batum - J. Harden - N. Powell - I. Zubac - A. Coffey,LAC,11,29,96.5,131.7,-35.2,"N. Powell, J. Harden, I. Zubac, A. Coffey",D. Jones Jr.,N. Batum,-15.700000000000003,25.19999999999999,-40.900000000000006,56
K. Caldwell-Pope - W. Carter Jr. - G. Bitadze - J. Suggs - T. da Silva,ORL,6,83,103.0,105.6,-2.5,K. Caldwell-Pope - W. Carter Jr. - G. Bitadze - F. Wagner - J. Suggs,ORL,5,75,129.3,97.3,31.9,"W. Carter Jr., K. Caldwell-Pope, J. Suggs, G. Bitadze",T. da Silva,F. Wagner,26.30000000000001,-8.299999999999997,34.4,8
K. Caldwell-Pope - W. Carter Jr. - G. Bitadze - J. Suggs - T. da Silva,ORL,6,83,103.0,105.6,-2.5,K. Caldwell-Pope - G. Bitadze - T. Queen - J. Suggs - T. da Silva,ORL,2,39,101.2,82.1,19.1,"K. Caldwell-Pope, J. Suggs, G. Bitadze, T. da Silva",W. Carter Jr.,T. Queen,-1.7999999999999972,-23.5,21.6,44
T. Harris - T. Hardaway Jr. - I. Stewart - C. Cunningham - J. Ivey,DET,12,83,116.7,115.1,1.6,T. Harris - T. Hardaway Jr. - M. Beasley - I. Stewart - C. Cunningham,DET,23,61,100.0,91.7,8.3,"C. Cunningham, T. Hardaway Jr., T. Harris, I. Stewart",J. Ivey,M. Beasley,-16.700000000000003,-23.39999999999999,6.700000000000001,22
T. Harris - T. Hardaway Jr. - I. Stewart - C. Cunningham - J. Ivey,DET,12,83,116.7,115.1,1.6,T. Harris - M. Beasley - I. Stewart - C. Cunningham - J. Ivey,DET,13,34,80.8,101.3,-20.5,"J. Ivey, C. Cunningham, T. Harris, I. Stewart",T. Hardaway Jr.,M. Beasley,-35.900000000000006,-13.799999999999997,-22.1,49
C. LeVert - D. Mitchell - J. Allen - D. Garland - E. Mobley,CLE,21,82,121.9,101.1,20.8,D. Mitchell - J. Allen - M. Strus - D. Garland - E. Mobley,CLE,5,48,125.7,106.8,18.9,"D. Mitchell, E. Mobley, J. Allen, D. Garland",C. LeVert,M. Strus,3.799999999999997,5.700000000000003,-1.9000000000000021,34
C. LeVert - D. Mitchell - J. Allen - D. Garland - E. Mobley,CLE,21,82,121.9,101.1,20.8,C. LeVert - D. Mitchell - J. Allen - D. Garland - D. Wade,CLE,8,26,119.0,113.8,5.2,"D. Mitchell, C. LeVert, J. Allen, D. Garland",E. Mobley,D. Wade,-2.9000000000000057,12.700000000000003,-15.600000000000001,56
K. Caldwell-Pope - W. Carter Jr. - F. Wagner - J. Suggs - P. Banchero,ORL,6,82,100.6,109.6,-9.0,K. Caldwell-Pope - W. Carter Jr. - G. Bitadze - F. Wagner - J. Suggs,ORL,5,75,129.3,97.3,31.9,"F. Wagner, W. Carter Jr., K. Caldwell-Pope, J. Suggs",P. Banchero,G. Bitadze,28.700000000000017,-12.299999999999997,40.9,7
K. Caldwell-Pope - W. Carter Jr. - F. Wagner - J. Suggs - P. Banchero,ORL,6,82,100.6,109.6,-9.0,K. Caldwell-Pope - W. Carter Jr. - F. Wagner - P. Banchero - A. Black,ORL,5,28,74.6,115.3,-40.7,"F. Wagner, W. Carter Jr., K. Caldwell-Pope, P. Banchero",J. Suggs,A. Black,-26.0,5.700000000000003,-31.700000000000003,54
R. Westbrook - A. Gordon - N. Jokić - J. Murray - M. Porter Jr.,DEN,13,82,130.6,112.5,18.1,R. Westbrook - N. Jokić - J. Murray - M. Porter Jr. - P. Watson,DEN,11,40,129.4,85.0,44.4,"J. Murray, N. Jokić, M. Porter Jr., R. Westbrook",A. Gordon,P. Watson,-1.1999999999999886,-27.5,26.299999999999997,42
K. Irving - K. Thompson - S. Dinwiddie - P. Washington - D. Gafford,DAL,15,81,124.0,103.5,20.5,K. Irving - K. Thompson - P. Washington - D. Gafford - N. Marshall,DAL,8,27,129.8,110.5,19.3,"K. Irving, D. Gafford, P. Washington, K. Thompson",S. Dinwiddie,N. Marshall,5.800000000000011,7.0,-1.1999999999999993,54
K. Irving - K. Thompson - S. Dinwiddie - P. Washington - D. Gafford,DAL,15,81,124.0,103.5,20.5,K. Irving - K. Thompson - P. Washington - D. Gafford - Q. Grimes,DAL,9,27,108.2,136.7,-28.5,"K. Irving, D. Gafford, P. Washington, K. Thompson",S. Dinwiddie,Q. Grimes,-15.799999999999997,33.19999999999999,-49.0,54
C. LeVert - G. Niang - D. Mitchell - S. Merrill - E. Mobley,CLE,16,80,119.5,81.8,37.8,C. LeVert - G. Niang - D. Mitchell - M. Strus - E. Mobley,CLE,10,72,98.2,116.7,-18.5,"D. Mitchell, C. LeVert, E. Mobley, G. Niang",S. Merrill,M. Strus,-21.299999999999997,34.900000000000006,-56.3,8
C. LeVert - G. Niang - D. Mitchell - S. Merrill - E. Mobley,CLE,16,80,119.5,81.8,37.8,G. Niang - D. Mitchell - T. Jerome - S. Merrill - E. Mobley,CLE,13,70,93.6,113.2,-19.6,"D. Mitchell, E. Mobley, G. Niang, S. Merrill",C. LeVert,T. Jerome,-25.900000000000006,31.400000000000006,-57.4,10
D. DeRozan - D. Sabonis - D. Fox - K. Murray - K. Ellis,SAC,16,80,130.2,109.8,20.4,D. DeRozan - D. Sabonis - D. Fox - M. Monk - K. Ellis,SAC,12,69,130.4,113.1,17.3,"K. Ellis, D. DeRozan, D. Sabonis, D. Fox",K. Murray,M. Monk,0.20000000000001705,3.299999999999997,-3.099999999999998,11
J. Valančiūnas - J. Poole - C. Kispert - B. Coulibaly - K. George,WAS,20,79,115.9,119.2,-3.3,J. Valančiūnas - C. Kispert - B. Coulibaly - C. Carrington - K. George,WAS,19,53,109.7,128.6,-18.8,"B. Coulibaly, C. Kispert, J. Valančiūnas, K. George",J. Poole,C. Carrington,-6.200000000000003,9.399999999999991,-15.5,26
