Lineup 1,Team 1,GP 1,MIN 1,OFFRTG 1,DEFRTG 1,NETRTG 1,Lineup 2,Team 2,GP 2,MIN 2,OFFRTG 2,DEFRTG 2,NETRTG 2,Common Players,Player Removed,Player Added,OFFRTG Difference,DEFRTG Difference,NETRTG Difference,Substituted Minutes
N. Vučević - Z. LaVine - L. Ball - P. Williams - J. Giddey,CHI,13,79,115.5,102.4,13.1,N. Vučević - Z. LaVine - L. Ball - C. White - P. Williams,CHI,7,33,131.0,101.3,29.7,"L. Ball, N. Vučević, Z. LaVine, P. Williams",J. Giddey,C. White,15.5,-1.1000000000000085,16.6,46
J. Poole - B. Coulibaly - A. Sarr - B. Carrington - K. George,WAS,11,77,98.2,106.4,-8.2,J. Poole - C. Kispert - B. Coulibaly - A. Sarr - K. George,WAS,14,48,112.9,101.8,11.1,"B. Coulibaly, A. Sarr, J. Poole, K. George",B. Carrington,C. Kispert,14.700000000000003,-4.6000000000000085,19.299999999999997,29
J. Poole - B. Coulibaly - A. Sarr - B. Carrington - K. George,WAS,11,77,98.2,106.4,-8.2,K. Kuzma - J. Poole - B. Coulibaly - A. Sarr - K. George,WAS,4,29,87.7,124.6,-36.9,"B. Coulibaly, A. Sarr, J. Poole, K. George",B. Carrington,K. Kuzma,-10.5,18.19999999999999,-28.7,48
J. Poole - B. Coulibaly - A. Sarr - B. Carrington - K. George,WAS,11,77,98.2,106.4,-8.2,J. Poole - C. Kispert - B. Coulibaly - A. Sarr - B. Carrington,WAS,12,27,113.0,105.4,7.6,"B. Coulibaly, B. Carrington, J. Poole, A. Sarr",K. George,C. Kispert,14.799999999999997,-1.0,15.799999999999999,50
M. Bridges - L. Ball - J. Green - M. Williams - B. Miller,CHA,6,77,117.8,111.7,6.1,M. Bridges - G. Williams - L. Ball - J. Green - B. Miller,CHA,6,60,127.6,133.6,-6.0,"M. Bridges, B. Miller, J. Green, L. Ball",M. Williams,G. Williams,9.799999999999997,21.89999999999999,-12.1,17
M. Bridges - L. Ball - J. Green - M. Williams - B. Miller,CHA,6,77,117.8,111.7,6.1,M. Bridges - L. Ball - J. Green - M. Williams - N. Smith Jr.,CHA,6,60,107.6,119.1,-11.5,"M. Williams, M. Bridges, J. Green, L. Ball",B. Miller,N. Smith Jr.,-10.200000000000003,7.3999999999999915,-17.6,17
M. Beasley - I. Stewart - J. Ivey - S. Fontecchio - R. Holland II,DET,20,76,107.3,115.2,-8.0,M. Beasley - I. Stewart - C. Cunningham - S. Fontecchio - R. Holland II,DET,21,71,97.4,98.7,-1.3,"S. Fontecchio, R. Holland II, M. Beasley, I. Stewart",J. Ivey,C. Cunningham,-9.899999999999991,-16.5,6.7,5
M. Beasley - I. Stewart - J. Ivey - S. Fontecchio - R. Holland II,DET,20,76,107.3,115.2,-8.0,M. Beasley - I. Stewart - M. Sasser - S. Fontecchio - R. Holland II,DET,17,61,103.8,122.6,-18.8,"S. Fontecchio, R. Holland II, M. Beasley, I. Stewart",J. Ivey,M. Sasser,-3.5,7.3999999999999915,-10.8,15
S. Curry - D. Green - A. Wiggins - L. Waters III - T. Jackson-Davis,GSW,8,76,124.1,117.4,6.7,S. Curry - D. Green - D. Schröder - A. Wiggins - T. Jackson-Davis,GSW,8,74,97.4,105.7,-8.2,"D. Green, T. Jackson-Davis, A. Wiggins, S. Curry",L. Waters III,D. Schröder,-26.69999999999999,-11.700000000000003,-14.899999999999999,2
S. Curry - D. Green - A. Wiggins - L. Waters III - T. Jackson-Davis,GSW,8,76,124.1,117.4,6.7,S. Curry - D. Green - A. Wiggins - J. Kuminga - T. Jackson-Davis,GSW,3,34,111.5,114.1,-2.6,"D. Green, T. Jackson-Davis, A. Wiggins, S. Curry",L. Waters III,J. Kuminga,-12.599999999999994,-3.3000000000000114,-9.3,42
F. VanVleet - J. Green - A. Sengun - J. Smith Jr. - A. Thompson,HOU,13,74,121.4,125.8,-4.4,F. VanVleet - D. Brooks - A. Sengun - J. Smith Jr. - A. Thompson,HOU,13,57,116.9,86.4,30.5,"A. Thompson, J. Smith Jr., A. Sengun, F. VanVleet",J. Green,D. Brooks,-4.5,-39.39999999999999,34.9,17
F. VanVleet - J. Green - A. Sengun - J. Smith Jr. - A. Thompson,HOU,13,74,121.4,125.8,-4.4,D. Brooks - J. Green - A. Sengun - J. Smith Jr. - A. Thompson,HOU,8,48,103.9,94.1,9.8,"A. Sengun, A. Thompson, J. Smith Jr., J. Green",F. VanVleet,D. Brooks,-17.5,-31.700000000000003,14.200000000000001,26
K. Durant - J. Nurkić - T. Jones - D. Booker - R. O'Neale,PHX,11,74,122.3,91.8,30.5,K. Durant - B. Beal - J. Nurkić - T. Jones - R. O'Neale,PHX,7,45,109.8,130.8,-21.0,"K. Durant, R. O'Neale, J. Nurkić, T. Jones",D. Booker,B. Beal,-12.5,39.000000000000014,-51.5,29
K. Durant - J. Nurkić - T. Jones - D. Booker - R. O'Neale,PHX,11,74,122.3,91.8,30.5,J. Nurkić - T. Jones - D. Booker - R. O'Neale - R. Dunn,PHX,4,34,89.6,111.8,-22.2,"T. Jones, R. O'Neale, J. Nurkić, D. Booker",K. Durant,R. Dunn,-32.7,20.0,-52.7,40
K. Durant - J. Nurkić - T. Jones - D. Booker - R. O'Neale,PHX,11,74,122.3,91.8,30.5,K. Durant - J. Nurkić - T. Jones - D. Booker - R. Dunn,PHX,3,26,134.5,120.0,14.5,"K. Durant, J. Nurkić, T. Jones, D. Booker",R. O'Neale,R. Dunn,12.200000000000003,28.200000000000003,-16.0,48
S. Curry - D. Green - D. Schröder - A. Wiggins - T. Jackson-Davis,GSW,8,74,97.4,105.7,-8.2,S. Curry - D. Green - A. Wiggins - J. Kuminga - T. Jackson-Davis,GSW,3,34,111.5,114.1,-2.6,"D. Green, T. Jackson-Davis, A. Wiggins, S. Curry",D. Schröder,J. Kuminga,14.099999999999994,8.399999999999991,5.6,40
B. Bogdanović - T. Young - D. Hunter - O. Okongwu - D. Daniels,ATL,17,73,113.8,117.3,-3.5,C. Capela - B. Bogdanović - T. Young - D. Hunter - D. Daniels,ATL,14,32,116.7,97.2,19.4,"T. Young, D. Daniels, B. Bogdanović, D. Hunter",O. Okongwu,C. Capela,2.9000000000000057,-20.099999999999994,22.9,41
B. Bogdanović - T. Young - D. Hunter - O. Okongwu - D. Daniels,ATL,17,73,113.8,117.3,-3.5,B. Bogdanović - T. Young - D. Hunter - O. Okongwu - J. Johnson,ATL,10,31,103.8,115.7,-11.9,"T. Young, O. Okongwu, B. Bogdanović, D. Hunter",D. Daniels,J. Johnson,-10.0,-1.5999999999999943,-8.4,42
B. Bogdanović - T. Young - D. Hunter - O. Okongwu - D. Daniels,ATL,17,73,113.8,117.3,-3.5,T. Young - D. Hunter - O. Okongwu - V. Krejčí - D. Daniels,ATL,7,27,103.2,90.9,12.3,"T. Young, O. Okongwu, D. Daniels, D. Hunter",B. Bogdanović,V. Krejčí,-10.599999999999994,-26.39999999999999,15.8,46
J. Poeltl - R. Barrett - I. Quickley - S. Barnes - G. Dick,TOR,5,73,101.3,113.9,-12.7,J. Poeltl - R. Barrett - O. Agbaji - S. Barnes - G. Dick,TOR,6,56,100.0,119.5,-19.5,"G. Dick, S. Barnes, J. Poeltl, R. Barrett",I. Quickley,O. Agbaji,-1.2999999999999972,5.599999999999994,-6.800000000000001,17
J. Poeltl - R. Barrett - I. Quickley - S. Barnes - G. Dick,TOR,5,73,101.3,113.9,-12.7,J. Poeltl - I. Quickley - O. Agbaji - S. Barnes - G. Dick,TOR,4,46,120.0,109.1,10.9,"S. Barnes, J. Poeltl, G. Dick, I. Quickley",R. Barrett,O. Agbaji,18.700000000000003,-4.800000000000011,23.6,27
J. Valančiūnas - M. Brogdon - C. Kispert - C. Carrington - K. George,WAS,9,73,107.8,116.6,-8.8,J. Valančiūnas - C. Kispert - B. Coulibaly - C. Carrington - K. George,WAS,19,53,109.7,128.6,-18.8,"C. Carrington, C. Kispert, J. Valančiūnas, K. George",M. Brogdon,B. Coulibaly,1.9000000000000057,12.0,-10.0,20
A. Horford - J. Tatum - L. Kornet - P. Pritchard - S. Hauser,BOS,15,72,102.0,97.8,4.2,J. Tatum - D. White - L. Kornet - P. Pritchard - S. Hauser,BOS,11,48,116.2,84.9,31.3,"S. Hauser, J. Tatum, P. Pritchard, L. Kornet",A. Horford,D. White,14.200000000000003,-12.899999999999991,27.1,24
A. Horford - J. Tatum - L. Kornet - P. Pritchard - S. Hauser,BOS,15,72,102.0,97.8,4.2,J. Tatum - L. Kornet - P. Pritchard - S. Hauser - J. Walsh,BOS,8,32,142.9,120.9,22.0,"S. Hauser, J. Tatum, P. Pritchard, L. Kornet",A. Horford,J. Walsh,40.900000000000006,23.10000000000001,17.8,40
M. Turner - A. Nembhard - O. Toppin - T. Haliburton - B. Mathurin,IND,19,72,107.5,102.5,5.0,T. McConnell - M. Turner - O. Toppin - T. Haliburton - B. Mathurin,IND,18,34,116.0,114.3,1.8,"M. Turner, T. Haliburton, O. Toppin, B. Mathurin",A. Nembhard,T. McConnell,8.5,11.799999999999997,-3.2,38
P. George - K. Oubre Jr. - G. Yabusele - C. Martin - T. Maxey,PHI,7,72,128.7,103.9,24.7,E. Gordon - P. George - K. Oubre Jr. - G. Yabusele - T. Maxey,PHI,6,62,116.5,119.0,-2.5,"P. George, G. Yabusele, K. Oubre Jr., T. Maxey",C. Martin,E. Gordon,-12.199999999999989,15.099999999999994,-27.2,10
P. George - K. Oubre Jr. - G. Yabusele - C. Martin - T. Maxey,PHI,7,72,128.7,103.9,24.7,P. George - J. Embiid - K. Oubre Jr. - C. Martin - T. Maxey,PHI,4,54,101.7,107.7,-6.0,"C. Martin, P. George, K. Oubre Jr., T. Maxey",G. Yabusele,J. Embiid,-26.999999999999986,3.799999999999997,-30.7,18
P. George - K. Oubre Jr. - G. Yabusele - C. Martin - T. Maxey,PHI,7,72,128.7,103.9,24.7,P. George - K. Oubre Jr. - G. Yabusele - T. Maxey - K. Martin,PHI,3,32,123.8,108.1,15.7,"P. George, G. Yabusele, K. Oubre Jr., T. Maxey",C. Martin,K. Martin,-4.8999999999999915,4.199999999999989,-9.0,40
P. George - K. Oubre Jr. - G. Yabusele - C. Martin - T. Maxey,PHI,7,72,128.7,103.9,24.7,K. Lowry - K. Oubre Jr. - G. Yabusele - C. Martin - T. Maxey,PHI,6,28,115.5,103.3,12.2,"C. Martin, G. Yabusele, K. Oubre Jr., T. Maxey",P. George,K. Lowry,-13.199999999999989,-0.6000000000000085,-12.5,44
P. George - K. Oubre Jr. - G. Yabusele - C. Martin - T. Maxey,PHI,7,72,128.7,103.9,24.7,P. George - K. Oubre Jr. - G. Yabusele - T. Maxey - J. Edwards,PHI,4,26,137.0,122.6,14.4,"P. George, G. Yabusele, K. Oubre Jr., T. Maxey",C. Martin,J. Edwards,8.300000000000011,18.69999999999999,-10.299999999999999,46
M. Beasley - I. Stewart - C. Cunningham - S. Fontecchio - R. Holland II,DET,21,71,97.4,98.7,-1.3,M. Beasley - I. Stewart - M. Sasser - S. Fontecchio - R. Holland II,DET,17,61,103.8,122.6,-18.8,"S. Fontecchio, R. Holland II, M. Beasley, I. Stewart",C. Cunningham,M. Sasser,6.3999999999999915,23.89999999999999,-17.5,10
M. Beasley - I. Stewart - C. Cunningham - S. Fontecchio - R. Holland II,DET,21,71,97.4,98.7,-1.3,T. Harris - M. Beasley - I. Stewart - C. Cunningham - S. Fontecchio,DET,19,30,107.1,104.1,3.0,"S. Fontecchio, C. Cunningham, M. Beasley, I. Stewart",R. Holland II,T. Harris,9.699999999999989,5.3999999999999915,4.3,41
E. Gordon - K. Oubre Jr. - G. Yabusele - T. Maxey - J. Edwards,PHI,6,70,109.4,122.0,-12.6,E. Gordon - P. George - K. Oubre Jr. - G. Yabusele - T. Maxey,PHI,6,62,116.5,119.0,-2.5,"E. Gordon, G. Yabusele, K. Oubre Jr., T. Maxey",J. Edwards,P. George,7.099999999999994,-3.0,10.1,8
E. Gordon - K. Oubre Jr. - G. Yabusele - T. Maxey - J. Edwards,PHI,6,70,109.4,122.0,-12.6,P. George - K. Oubre Jr. - G. Yabusele - T. Maxey - J. Edwards,PHI,4,26,137.0,122.6,14.4,"T. Maxey, G. Yabusele, K. Oubre Jr., J. Edwards",E. Gordon,P. George,27.599999999999994,0.5999999999999943,27.0,44
G. Niang - D. Mitchell - T. Jerome - S. Merrill - E. Mobley,CLE,13,70,93.6,113.2,-19.6,T. Thompson - G. Niang - D. Mitchell - T. Jerome - S. Merrill,CLE,5,27,120.8,100.0,20.8,"D. Mitchell, S. Merrill, G. Niang, T. Jerome",E. Mobley,T. Thompson,27.200000000000003,-13.200000000000003,40.400000000000006,43
D. DeRozan - D. Sabonis - D. Fox - M. Monk - K. Ellis,SAC,12,69,130.4,113.1,17.3,D. DeRozan - D. Sabonis - M. Monk - K. Huerter - K. Ellis,SAC,11,48,122.2,102.9,19.3,"K. Ellis, D. DeRozan, D. Sabonis, M. Monk",D. Fox,K. Huerter,-8.200000000000003,-10.199999999999989,2.0,21
L. James - A. Davis - R. Hachimura - C. Reddish - A. Reaves,LAL,8,68,107.6,120.8,-13.2,L. James - A. Davis - C. Reddish - A. Reaves - D. Knecht,LAL,6,46,112.5,123.0,-10.5,"A. Reaves, A. Davis, L. James, C. Reddish",R. Hachimura,D. Knecht,4.900000000000006,2.200000000000003,2.6999999999999993,22
L. James - A. Davis - R. Hachimura - C. Reddish - A. Reaves,LAL,8,68,107.6,120.8,-13.2,L. James - A. Davis - R. Hachimura - A. Reaves - D. Knecht,LAL,8,37,101.3,127.3,-26.0,"A. Reaves, A. Davis, L. James, R. Hachimura",C. Reddish,D. Knecht,-6.299999999999997,6.5,-12.8,31
B. Lopez - D. Lillard - B. Portis - T. Prince - G. Trent Jr.,MIL,15,67,110.6,114.1,-3.5,B. Lopez - D. Lillard - K. Middleton - B. Portis - G. Trent Jr.,MIL,7,36,109.0,127.3,-18.3,"G. Trent Jr., B. Portis, B. Lopez, D. Lillard",T. Prince,K. Middleton,-1.5999999999999943,13.200000000000003,-14.8,31
J. Jackson Jr. - B. Clarke - D. Bane - S. Pippen Jr. - J. Wells,MEM,10,67,105.4,115.2,-9.7,J. Jackson Jr. - D. Bane - S. Pippen Jr. - Z. Edey - J. Wells,MEM,7,35,108.9,114.1,-5.2,"D. Bane, J. Wells, S. Pippen Jr., J. Jackson Jr.",B. Clarke,Z. Edey,3.5,-1.1000000000000085,4.499999999999999,32
J. Jackson Jr. - B. Clarke - D. Bane - S. Pippen Jr. - J. Wells,MEM,10,67,105.4,115.2,-9.7,J. Jackson Jr. - B. Clarke - S. Aldama - S. Pippen Jr. - J. Wells,MEM,5,34,125.4,100.0,25.4,"J. Jackson Jr., S. Pippen Jr., J. Wells, B. Clarke",D. Bane,S. Aldama,20.0,-15.200000000000003,35.099999999999994,33
O. Anunoby - M. Bridges - J. Brunson - M. McBride - J. Sims,NYK,16,67,118.2,94.5,23.7,O. Anunoby - M. Bridges - J. Brunson - P. Achiuwa - M. McBride,NYK,15,59,115.7,104.8,10.9,"J. Brunson, M. Bridges, M. McBride, O. Anunoby",J. Sims,P. Achiuwa,-2.5,10.299999999999997,-12.799999999999999,8
O. Anunoby - M. Bridges - J. Brunson - M. McBride - J. Sims,NYK,16,67,118.2,94.5,23.7,J. Hart - M. Bridges - J. Brunson - M. McBride - J. Sims,NYK,11,36,115.7,132.4,-16.7,"J. Brunson, M. Bridges, J. Sims, M. McBride",O. Anunoby,J. Hart,-2.5,37.900000000000006,-40.4,31
O. Anunoby - M. Bridges - J. Brunson - M. McBride - J. Sims,NYK,16,67,118.2,94.5,23.7,K. Towns - O. Anunoby - M. Bridges - J. Brunson - M. McBride,NYK,16,34,123.7,114.5,9.2,"J. Brunson, M. Bridges, M. McBride, O. Anunoby",J. Sims,K. Towns,5.5,20.0,-14.5,33
J. Randle - D. DiVincenzo - N. Alexander-Walker - N. Reid - J. Minott,MIN,14,66,119.2,102.7,16.5,M. Conley - J. Randle - D. DiVincenzo - N. Alexander-Walker - N. Reid,MIN,10,30,93.0,121.3,-28.3,"J. Randle, N. Alexander-Walker, D. DiVincenzo, N. Reid",J. Minott,M. Conley,-26.200000000000003,18.599999999999994,-44.8,36
J. Randle - D. DiVincenzo - N. Alexander-Walker - N. Reid - J. Minott,MIN,14,66,119.2,102.7,16.5,J. Randle - D. DiVincenzo - N. Alexander-Walker - N. Reid - J. McDaniels,MIN,13,27,96.4,94.3,2.0,"J. Randle, N. Alexander-Walker, D. DiVincenzo, N. Reid",J. Minott,J. McDaniels,-22.799999999999997,-8.400000000000006,-14.5,39
J. Randle - D. DiVincenzo - N. Reid - A. Edwards - J. McDaniels,MIN,21,65,103.7,103.5,0.2,J. Randle - N. Alexander-Walker - N. Reid - A. Edwards - J. McDaniels,MIN,25,65,102.2,110.2,-8.0,"J. Randle, J. McDaniels, A. Edwards, N. Reid",D. DiVincenzo,N. Alexander-Walker,-1.5,6.700000000000003,-8.2,0
J. Randle - D. DiVincenzo - N. Reid - A. Edwards - J. McDaniels,MIN,21,65,103.7,103.5,0.2,R. Gobert - D. DiVincenzo - N. Reid - A. Edwards - J. McDaniels,MIN,24,62,106.0,102.9,3.0,"A. Edwards, J. McDaniels, D. DiVincenzo, N. Reid",J. Randle,R. Gobert,2.299999999999997,-0.5999999999999943,2.8,3
J. Randle - D. DiVincenzo - N. Reid - A. Edwards - J. McDaniels,MIN,21,65,103.7,103.5,0.2,M. Conley - J. Randle - N. Reid - A. Edwards - J. McDaniels,MIN,21,55,105.7,105.7,0.0,"J. Randle, J. McDaniels, A. Edwards, N. Reid",D. DiVincenzo,M. Conley,2.0,2.200000000000003,-0.2,10
J. Randle - D. DiVincenzo - N. Reid - A. Edwards - J. McDaniels,MIN,21,65,103.7,103.5,0.2,J. Randle - D. DiVincenzo - N. Alexander-Walker - N. Reid - J. McDaniels,MIN,13,27,96.4,94.3,2.0,"J. Randle, J. McDaniels, D. DiVincenzo, N. Reid",A. Edwards,N. Alexander-Walker,-7.299999999999997,-9.200000000000003,1.8,38
J. Randle - N. Alexander-Walker - N. Reid - A. Edwards - J. McDaniels,MIN,25,65,102.2,110.2,-8.0,M. Conley - J. Randle - N. Reid - A. Edwards - J. McDaniels,MIN,21,55,105.7,105.7,0.0,"J. Randle, J. McDaniels, A. Edwards, N. Reid",N. Alexander-Walker,M. Conley,3.5,-4.5,8.0,10
J. Randle - N. Alexander-Walker - N. Reid - A. Edwards - J. McDaniels,MIN,25,65,102.2,110.2,-8.0,R. Gobert - N. Alexander-Walker - N. Reid - A. Edwards - J. McDaniels,MIN,19,49,104.8,113.0,-8.2,"N. Reid, J. McDaniels, A. Edwards, N. Alexander-Walker",J. Randle,R. Gobert,2.5999999999999943,2.799999999999997,-0.1999999999999993,16
J. Randle - N. Alexander-Walker - N. Reid - A. Edwards - J. McDaniels,MIN,25,65,102.2,110.2,-8.0,J. Randle - D. DiVincenzo - N. Alexander-Walker - N. Reid - J. McDaniels,MIN,13,27,96.4,94.3,2.0,"J. Randle, J. McDaniels, N. Reid, N. Alexander-Walker",A. Edwards,D. DiVincenzo,-5.799999999999997,-15.900000000000006,10.0,38
K. Towns - C. Payne - J. Hart - M. Bridges - M. McBride,NYK,12,65,127.8,98.6,29.1,K. Towns - C. Payne - O. Anunoby - M. Bridges - M. McBride,NYK,14,48,136.8,99.1,37.7,"K. Towns, C. Payne, M. Bridges, M. McBride",J. Hart,O. Anunoby,9.000000000000014,0.5,8.600000000000001,17
K. Towns - C. Payne - J. Hart - M. Bridges - M. McBride,NYK,12,65,127.8,98.6,29.1,K. Towns - O. Anunoby - J. Hart - M. Bridges - M. McBride,NYK,13,37,117.1,112.7,4.4,"K. Towns, J. Hart, M. Bridges, M. McBride",C. Payne,O. Anunoby,-10.700000000000003,14.100000000000009,-24.700000000000003,28
K. Towns - C. Payne - J. Hart - M. Bridges - M. McBride,NYK,12,65,127.8,98.6,29.1,K. Towns - C. Payne - O. Anunoby - J. Hart - M. McBride,NYK,12,36,109.0,98.8,10.2,"K. Towns, J. Hart, C. Payne, M. McBride",M. Bridges,O. Anunoby,-18.799999999999997,0.20000000000000284,-18.900000000000002,29
K. Towns - C. Payne - J. Hart - M. Bridges - M. McBride,NYK,12,65,127.8,98.6,29.1,K. Towns - J. Hart - M. Bridges - J. Brunson - M. McBride,NYK,15,35,119.0,102.5,16.5,"K. Towns, J. Hart, M. Bridges, M. McBride",C. Payne,J. Brunson,-8.799999999999997,3.9000000000000057,-12.600000000000001,30
K. Towns - C. Payne - J. Hart - M. Bridges - M. McBride,NYK,12,65,127.8,98.6,29.1,K. Towns - C. Payne - M. Bridges - P. Achiuwa - M. McBride,NYK,11,34,111.0,111.0,0.0,"K. Towns, C. Payne, M. Bridges, M. McBride",J. Hart,P. Achiuwa,-16.799999999999997,12.400000000000006,-29.1,31
K. Towns - C. Payne - J. Hart - M. Bridges - M. McBride,NYK,12,65,127.8,98.6,29.1,K. Towns - C. Payne - O. Anunoby - J. Hart - M. Bridges,NYK,4,34,119.4,118.3,1.1,"K. Towns, J. Hart, C. Payne, M. Bridges",M. McBride,O. Anunoby,-8.399999999999991,19.700000000000003,-28.0,31
J. Holiday - J. Brown - J. Tatum - D. White - L. Kornet,BOS,9,64,102.8,92.1,10.8,J. Brown - J. Tatum - D. White - L. Kornet - P. Pritchard,BOS,12,31,108.1,125.0,-16.9,"J. Brown, J. Tatum, D. White, L. Kornet",J. Holiday,P. Pritchard,5.299999999999997,32.900000000000006,-27.7,33
J. Holiday - J. Brown - J. Tatum - D. White - L. Kornet,BOS,9,64,102.8,92.1,10.8,J. Holiday - J. Brown - J. Tatum - D. White - N. Queta,BOS,6,27,105.1,103.3,1.8,"J. Holiday, J. Tatum, J. Brown, D. White",L. Kornet,N. Queta,2.299999999999997,11.200000000000003,-9.0,37
S. Gilgeous-Alexander - L. Dort - C. Holmgren - J. Williams - C. Wallace,OKC,6,64,108.4,98.6,9.8,S. Gilgeous-Alexander - L. Dort - I. Joe - J. Williams - C. Wallace,OKC,13,58,118.9,85.4,33.5,"S. Gilgeous-Alexander, C. Wallace, L. Dort, J. Williams",C. Holmgren,I. Joe,10.5,-13.199999999999989,23.7,6
S. Gilgeous-Alexander - L. Dort - C. Holmgren - J. Williams - C. Wallace,OKC,6,64,108.4,98.6,9.8,S. Gilgeous-Alexander - L. Dort - I. Joe - C. Holmgren - J. Williams,OKC,5,45,122.7,117.7,5.0,"C. Holmgren, S. Gilgeous-Alexander, L. Dort, J. Williams",C. Wallace,I. Joe,14.299999999999997,19.10000000000001,-4.800000000000001,19
S. Gilgeous-Alexander - L. Dort - C. Holmgren - J. Williams - C. Wallace,OKC,6,64,108.4,98.6,9.8,S. Gilgeous-Alexander - L. Dort - A. Wiggins - J. Williams - C. Wallace,OKC,14,44,122.8,117.5,5.3,"S. Gilgeous-Alexander, C. Wallace, L. Dort, J. Williams",C. Holmgren,A. Wiggins,14.399999999999991,18.900000000000006,-4.500000000000001,20
S. Gilgeous-Alexander - L. Dort - C. Holmgren - J. Williams - C. Wallace,OKC,6,64,108.4,98.6,9.8,S. Gilgeous-Alexander - L. Dort - J. Williams - J. Williams - C. Wallace,OKC,7,31,100.0,110.6,-10.6,"C. Wallace, L. Dort, S. Gilgeous-Alexander, J. Williams",C. Holmgren,,-8.400000000000006,12.0,-20.4,33
S. Gilgeous-Alexander - L. Dort - C. Holmgren - J. Williams - C. Wallace,OKC,6,64,108.4,98.6,9.8,S. Gilgeous-Alexander - L. Dort - A. Wiggins - C. Holmgren - J. Williams,OKC,5,28,106.3,103.2,3.2,"C. Holmgren, S. Gilgeous-Alexander, L. Dort, J. Williams",C. Wallace,A. Wiggins,-2.1000000000000085,4.6000000000000085,-6.6000000000000005,36
J. Poeltl - R. Barrett - O. Agbaji - S. Barnes - J. Walter,TOR,4,63,122.8,100.7,22.1,J. Poeltl - R. Barrett - O. Agbaji - S. Barnes - G. Dick,TOR,6,56,100.0,119.5,-19.5,"S. Barnes, J. Poeltl, R. Barrett, O. Agbaji",J. Walter,G. Dick,-22.799999999999997,18.799999999999997,-41.6,7
J. Poeltl - R. Barrett - O. Agbaji - S. Barnes - J. Walter,TOR,4,63,122.8,100.7,22.1,J. Poeltl - R. Barrett - O. Agbaji - D. Mitchell - S. Barnes,TOR,10,55,110.0,84.2,25.8,"S. Barnes, J. Poeltl, R. Barrett, O. Agbaji",J. Walter,D. Mitchell,-12.799999999999997,-16.5,3.6999999999999993,8
E. Gordon - P. George - K. Oubre Jr. - G. Yabusele - T. Maxey,PHI,6,62,116.5,119.0,-2.5,P. George - K. Oubre Jr. - G. Yabusele - T. Maxey - K. Martin,PHI,3,32,123.8,108.1,15.7,"P. George, G. Yabusele, K. Oubre Jr., T. Maxey",E. Gordon,K. Martin,7.299999999999997,-10.900000000000006,18.2,30
E. Gordon - P. George - K. Oubre Jr. - G. Yabusele - T. Maxey,PHI,6,62,116.5,119.0,-2.5,P. George - K. Oubre Jr. - G. Yabusele - T. Maxey - J. Edwards,PHI,4,26,137.0,122.6,14.4,"P. George, G. Yabusele, K. Oubre Jr., T. Maxey",E. Gordon,J. Edwards,20.5,3.5999999999999943,16.9,36
K. Johnson - T. Jones - J. Champagnie - V. Wembanyama - S. Castle,SAS,13,62,109.4,95.7,13.6,C. Paul - K. Johnson - T. Jones - J. Champagnie - V. Wembanyama,SAS,7,33,136.8,104.5,32.2,"T. Jones, J. Champagnie, V. Wembanyama, K. Johnson",S. Castle,C. Paul,27.400000000000006,8.799999999999997,18.6,29
R. Gobert - D. DiVincenzo - N. Reid - A. Edwards - J. McDaniels,MIN,24,62,106.0,102.9,3.0,M. Conley - R. Gobert - N. Reid - A. Edwards - J. McDaniels,MIN,20,55,113.2,87.4,25.8,"R. Gobert, J. McDaniels, A. Edwards, N. Reid",D. DiVincenzo,M. Conley,7.200000000000003,-15.5,22.8,7
R. Gobert - D. DiVincenzo - N. Reid - A. Edwards - J. McDaniels,MIN,24,62,106.0,102.9,3.0,R. Gobert - N. Alexander-Walker - N. Reid - A. Edwards - J. McDaniels,MIN,19,49,104.8,113.0,-8.2,"R. Gobert, J. McDaniels, A. Edwards, N. Reid",D. DiVincenzo,N. Alexander-Walker,-1.2000000000000028,10.099999999999994,-11.2,13
R. Gobert - D. DiVincenzo - N. Reid - A. Edwards - J. McDaniels,MIN,24,62,106.0,102.9,3.0,M. Conley - R. Gobert - D. DiVincenzo - N. Reid - J. McDaniels,MIN,16,31,88.7,132.3,-43.6,"R. Gobert, J. McDaniels, D. DiVincenzo, N. Reid",A. Edwards,M. Conley,-17.299999999999997,29.400000000000006,-46.6,31
R. Gobert - D. DiVincenzo - N. Reid - A. Edwards - J. McDaniels,MIN,24,62,106.0,102.9,3.0,M. Conley - R. Gobert - D. DiVincenzo - A. Edwards - J. McDaniels,MIN,10,30,123.2,93.0,30.2,"R. Gobert, J. McDaniels, D. DiVincenzo, A. Edwards",N. Reid,M. Conley,17.200000000000003,-9.900000000000006,27.2,32
T. Harris - M. Beasley - C. Cunningham - J. Ivey - J. Duren,DET,15,62,111.0,95.7,15.4,T. Harris - T. Hardaway Jr. - M. Beasley - J. Ivey - J. Duren,DET,7,52,103.8,124.5,-20.7,"J. Duren, J. Ivey, T. Harris, M. Beasley",C. Cunningham,T. Hardaway Jr.,-7.200000000000003,28.799999999999997,-36.1,10
T. Harris - M. Beasley - C. Cunningham - J. Ivey - J. Duren,DET,15,62,111.0,95.7,15.4,T. Harris - M. Beasley - I. Stewart - C. Cunningham - J. Ivey,DET,13,34,80.8,101.3,-20.5,"J. Ivey, C. Cunningham, T. Harris, M. Beasley",J. Duren,I. Stewart,-30.200000000000003,5.599999999999994,-35.9,28
